,OrderWeek,Segment,City,State,Region,SubCategory,Discount
1962,36,Consumer,Springfield,Missouri,Central,Binders,0.0
1963,36,Consumer,Springfield,Missouri,Central,Paper,0.0
1964,36,Consumer,Springfield,Missouri,Central,Storage,0.0
1965,36,Consumer,Springfield,Missouri,Central,Appliances,0.0
1966,51,Consumer,Paterson,New Jersey,East,Phones,0.0
1967,51,Consumer,Paterson,New Jersey,East,Supplies,0.0
1968,51,Consumer,Paterson,New Jersey,East,Paper,0.0
1969,38,Consumer,Tulsa,Oklahoma,Central,Accessories,0.0
1970,18,Home Office,Chicago,Illinois,Central,Art,0.2
1971,18,Home Office,Chicago,Illinois,Central,Accessories,0.2
1973,50,Consumer,Chicago,Illinois,Central,Fasteners,0.2
1974,50,Consumer,Chicago,Illinois,Central,Accessories,0.2
1975,42,Corporate,Montgomery,Alabama,South,Storage,0.0
1976,42,Corporate,Montgomery,Alabama,South,Phones,0.0
1977,42,Corporate,Montgomery,Alabama,South,Chairs,0.0
1978,19,Consumer,Salem,Oregon,West,Art,0.2
1979,15,Consumer,Glendale,Arizona,West,Chairs,0.2
1980,15,Consumer,Glendale,Arizona,West,Storage,0.2
1981,51,Corporate,Columbus,Georgia,South,Binders,0.0
1982,49,Consumer,Oklahoma City,Oklahoma,Central,Phones,0.0
1983,48,Corporate,Brentwood,California,West,Appliances,0.0
1984,48,Corporate,Brentwood,California,West,Furnishings,0.0
1985,48,Corporate,Brentwood,California,West,Paper,0.0
1986,30,Consumer,Columbus,Ohio,East,Copiers,0.4
1987,46,Consumer,Springfield,Missouri,Central,Binders,0.0
1988,46,Consumer,Springfield,Missouri,Central,Tables,0.0
1989,46,Consumer,Springfield,Missouri,Central,Envelopes,0.0
1990,46,Consumer,Springfield,Missouri,Central,Paper,0.0
1992,25,Home Office,Springfield,Oregon,West,Labels,0.2
1993,25,Home Office,Springfield,Oregon,West,Art,0.2
1994,25,Home Office,Springfield,Oregon,West,Fasteners,0.2
1997,6,Corporate,Chesapeake,Virginia,South,Labels,0.0
1998,6,Corporate,Chesapeake,Virginia,South,Phones,0.0
1999,6,Corporate,Chesapeake,Virginia,South,Phones,0.0
2000,15,Consumer,Pasadena,California,West,Accessories,0.0
2001,15,Consumer,Pasadena,California,West,Art,0.0
2002,52,Consumer,Louisville,Kentucky,South,Storage,0.0
2003,52,Consumer,Louisville,Kentucky,South,Chairs,0.0
2005,1,Corporate,Columbia,Missouri,Central,Art,0.0
2006,1,Corporate,Columbia,Missouri,Central,Accessories,0.0
2007,31,Consumer,Chicago,Illinois,Central,Bookcases,0.3
2008,46,Consumer,Johnson City,Tennessee,South,Art,0.2
2009,46,Consumer,Johnson City,Tennessee,South,Appliances,0.2
2010,46,Consumer,Johnson City,Tennessee,South,Paper,0.2
2011,50,Consumer,Houston,Texas,Central,Accessories,0.2
2012,50,Consumer,Houston,Texas,Central,Storage,0.2
2013,37,Consumer,Auburn,Alabama,South,Chairs,0.0
2014,37,Consumer,Auburn,Alabama,South,Paper,0.0
2015,37,Consumer,Auburn,Alabama,South,Storage,0.0
2016,12,Consumer,San Bernardino,California,West,Binders,0.2
2017,12,Consumer,San Bernardino,California,West,Labels,0.0
2018,12,Consumer,San Bernardino,California,West,Supplies,0.0
2019,12,Consumer,San Bernardino,California,West,Paper,0.0
2020,38,Home Office,Providence,Rhode Island,East,Storage,0.0
2021,38,Home Office,Providence,Rhode Island,East,Paper,0.0
2022,38,Home Office,Providence,Rhode Island,East,Binders,0.0
2023,38,Home Office,Providence,Rhode Island,East,Chairs,0.0
2024,33,Consumer,Fresno,California,West,Binders,0.2
2025,11,Consumer,Seattle,Washington,West,Bookcases,0.0
2026,36,Home Office,Lancaster,California,West,Binders,0.2
2027,36,Home Office,Lancaster,California,West,Binders,0.2
2028,48,Corporate,Leominster,Massachusetts,East,Binders,0.0
2029,48,Corporate,Leominster,Massachusetts,East,Storage,0.0
2030,48,Corporate,Leominster,Massachusetts,East,Binders,0.0
2031,48,Corporate,Leominster,Massachusetts,East,Paper,0.0
2032,49,Corporate,Fort Worth,Texas,Central,Paper,0.2
2033,49,Corporate,Fort Worth,Texas,Central,Art,0.2
2034,39,Consumer,Rochester,Minnesota,Central,Binders,0.0
2035,39,Consumer,Rochester,Minnesota,Central,Chairs,0.0
2036,4,Home Office,Bozeman,Montana,West,Paper,0.0
2037,4,Home Office,Bozeman,Montana,West,Labels,0.0
2038,25,Home Office,Peoria,Arizona,West,Paper,0.2
2041,25,Home Office,Peoria,Arizona,West,Furnishings,0.2
2042,40,Corporate,San Diego,California,West,Binders,0.2
2043,46,Corporate,Lakewood,Ohio,East,Art,0.2
2044,33,Corporate,Houston,Texas,Central,Paper,0.2
2045,28,Corporate,Perth Amboy,New Jersey,East,Appliances,0.0
2046,28,Corporate,Perth Amboy,New Jersey,East,Phones,0.0
2047,28,Corporate,Perth Amboy,New Jersey,East,Paper,0.0
2048,28,Consumer,Philadelphia,Pennsylvania,East,Furnishings,0.2
2051,28,Consumer,Philadelphia,Pennsylvania,East,Chairs,0.3
2052,28,Consumer,Philadelphia,Pennsylvania,East,Art,0.2
2053,28,Consumer,Philadelphia,Pennsylvania,East,Furnishings,0.2
2054,48,Consumer,Richmond,Indiana,Central,Furnishings,0.0
2055,51,Consumer,Detroit,Michigan,Central,Accessories,0.0
2056,51,Consumer,Detroit,Michigan,Central,Chairs,0.0
2057,51,Consumer,Detroit,Michigan,Central,Accessories,0.0
2058,51,Consumer,Detroit,Michigan,Central,Tables,0.0
2059,44,Corporate,Los Angeles,California,West,Fasteners,0.0
2060,44,Corporate,Los Angeles,California,West,Storage,0.0
2061,44,Corporate,Los Angeles,California,West,Binders,0.2
2063,44,Corporate,Los Angeles,California,West,Binders,0.2
2064,44,Corporate,Los Angeles,California,West,Storage,0.0
2065,44,Corporate,Los Angeles,California,West,Chairs,0.2
2066,44,Corporate,Los Angeles,California,West,Accessories,0.0
2067,44,Corporate,Los Angeles,California,West,Art,0.0
2068,16,Consumer,Pomona,California,West,Accessories,0.0
2069,16,Consumer,Pomona,California,West,Tables,0.2
2071,47,Consumer,Ontario,California,West,Chairs,0.2
2072,47,Corporate,Seattle,Washington,West,Binders,0.2
2073,45,Home Office,Brentwood,California,West,Accessories,0.0
2074,45,Home Office,Brentwood,California,West,Phones,0.2
2075,49,Consumer,San Francisco,California,West,Furnishings,0.0
2076,37,Consumer,Baltimore,Maryland,East,Paper,0.0
2077,37,Consumer,Baltimore,Maryland,East,Appliances,0.0
2078,37,Consumer,Baltimore,Maryland,East,Paper,0.0
2079,52,Consumer,Phoenix,Arizona,West,Paper,0.2
2080,52,Consumer,Phoenix,Arizona,West,Phones,0.2
2081,52,Consumer,Phoenix,Arizona,West,Furnishings,0.2
2082,8,Consumer,Los Angeles,California,West,Paper,0.0
2083,47,Home Office,Houston,Texas,Central,Labels,0.2
2084,25,Consumer,New York City,New York,East,Labels,0.0
2085,25,Consumer,New York City,New York,East,Labels,0.0
2086,25,Consumer,New York City,New York,East,Storage,0.0
2087,25,Consumer,New York City,New York,East,Paper,0.0
2088,25,Consumer,New York City,New York,East,Fasteners,0.0
2089,44,Corporate,Rancho Cucamonga,California,West,Labels,0.0
2090,28,Consumer,Wilmington,Delaware,East,Binders,0.0
2091,28,Consumer,Wilmington,Delaware,East,Tables,0.3
2092,47,Home Office,Moorhead,Minnesota,Central,Chairs,0.0
2093,16,Consumer,Farmington,New Mexico,West,Supplies,0.0
2094,48,Consumer,Wilmington,North Carolina,South,Art,0.2
2095,19,Home Office,Jackson,Mississippi,South,Binders,0.0
2096,19,Home Office,Jackson,Mississippi,South,Art,0.0
2097,19,Home Office,Jackson,Mississippi,South,Art,0.0
2098,36,Consumer,Portland,Oregon,West,Storage,0.2
2099,36,Consumer,Portland,Oregon,West,Accessories,0.2
2100,11,Consumer,Denver,Colorado,West,Storage,0.2
2101,11,Consumer,Denver,Colorado,West,Art,0.2
2102,29,Home Office,Tucson,Arizona,West,Chairs,0.2
2103,12,Corporate,New York City,New York,East,Paper,0.0
2104,12,Corporate,New York City,New York,East,Accessories,0.0
2105,40,Consumer,Boynton Beach,Florida,South,Paper,0.2
2107,44,Consumer,Redlands,California,West,Paper,0.0
2108,44,Consumer,Redlands,California,West,Binders,0.2
2109,44,Consumer,Redlands,California,West,Art,0.0
2110,44,Consumer,Redlands,California,West,Fasteners,0.0
2111,44,Consumer,Redlands,California,West,Chairs,0.2
2112,44,Consumer,Redlands,California,West,Supplies,0.0
2113,44,Consumer,Redlands,California,West,Phones,0.2
2114,44,Consumer,Redlands,California,West,Storage,0.0
2115,44,Consumer,Redlands,California,West,Bookcases,0.15
2116,42,Consumer,Rochester,New York,East,Tables,0.4
2117,38,Consumer,Stockton,California,West,Paper,0.0
2118,15,Corporate,Seattle,Washington,West,Paper,0.0
2119,15,Corporate,Seattle,Washington,West,Binders,0.2
2121,45,Corporate,Sunnyvale,California,West,Chairs,0.2
2122,38,Home Office,Lansing,Michigan,Central,Bookcases,0.0
2123,38,Home Office,Lansing,Michigan,Central,Labels,0.0
2124,48,Home Office,Philadelphia,Pennsylvania,East,Envelopes,0.2
2125,48,Home Office,Philadelphia,Pennsylvania,East,Phones,0.4
2126,26,Consumer,Philadelphia,Pennsylvania,East,Accessories,0.2
2127,40,Home Office,Philadelphia,Pennsylvania,East,Furnishings,0.2
2128,40,Home Office,Philadelphia,Pennsylvania,East,Paper,0.2
2129,21,Corporate,Dover,New Hampshire,East,Appliances,0.0
2130,21,Corporate,Dover,New Hampshire,East,Art,0.0
2131,21,Corporate,Dover,New Hampshire,East,Furnishings,0.0
2132,47,Consumer,New York City,New York,East,Paper,0.0
2134,49,Consumer,Philadelphia,Pennsylvania,East,Fasteners,0.2
2135,49,Consumer,Philadelphia,Pennsylvania,East,Phones,0.4
2138,46,Consumer,New York City,New York,East,Paper,0.0
2139,23,Corporate,Long Beach,New York,East,Binders,0.2
2140,23,Corporate,Long Beach,New York,East,Supplies,0.0
2141,23,Corporate,Long Beach,New York,East,Tables,0.4
2142,35,Corporate,Philadelphia,Pennsylvania,East,Paper,0.2
2143,35,Corporate,Philadelphia,Pennsylvania,East,Phones,0.4
2144,35,Corporate,Philadelphia,Pennsylvania,East,Fasteners,0.2
2145,25,Corporate,York,Pennsylvania,East,Chairs,0.3
2147,25,Corporate,York,Pennsylvania,East,Storage,0.2
2148,50,Consumer,Concord,California,West,Furnishings,0.0
2149,13,Consumer,New York City,New York,East,Phones,0.0
2150,46,Consumer,College Station,Texas,Central,Chairs,0.3
2151,48,Consumer,Saint Louis,Missouri,Central,Accessories,0.0
2152,47,Consumer,Quincy,Massachusetts,East,Paper,0.0
2153,28,Corporate,New York City,New York,East,Binders,0.2
2155,30,Consumer,Los Angeles,California,West,Fasteners,0.0
2156,25,Consumer,Minneapolis,Minnesota,Central,Storage,0.0
2157,25,Consumer,Minneapolis,Minnesota,Central,Storage,0.0
2158,42,Home Office,Deltona,Florida,South,Art,0.2
2160,19,Consumer,Cincinnati,Ohio,East,Furnishings,0.2
2161,1,Home Office,Oakland,California,West,Art,0.0
2162,11,Home Office,Manteca,California,West,Paper,0.0
2163,41,Consumer,Laredo,Texas,Central,Accessories,0.2
2164,41,Consumer,Laredo,Texas,Central,Paper,0.2
2166,41,Consumer,Laredo,Texas,Central,Art,0.2
2168,4,Consumer,Kent,Ohio,East,Art,0.2
2169,4,Consumer,Kent,Ohio,East,Accessories,0.2
2170,4,Consumer,Kent,Ohio,East,Phones,0.4
2171,46,Corporate,San Angelo,Texas,Central,Chairs,0.3
2172,31,Consumer,San Francisco,California,West,Binders,0.2
2174,31,Corporate,Houston,Texas,Central,Storage,0.2
2175,41,Home Office,Salt Lake City,Utah,West,Paper,0.0
2176,41,Home Office,Salt Lake City,Utah,West,Paper,0.0
2177,41,Home Office,Salt Lake City,Utah,West,Binders,0.2
2178,41,Home Office,Salt Lake City,Utah,West,Paper,0.0
2179,18,Consumer,New York City,New York,East,Binders,0.2
2180,18,Consumer,New York City,New York,East,Labels,0.0
2181,18,Consumer,New York City,New York,East,Chairs,0.1
2182,18,Consumer,New York City,New York,East,Machines,0.0
2183,18,Consumer,New York City,New York,East,Accessories,0.0
2184,18,Consumer,New York City,New York,East,Furnishings,0.0
2185,31,Corporate,Salinas,California,West,Binders,0.2
2186,28,Consumer,Huntsville,Alabama,South,Accessories,0.0
2187,32,Consumer,Columbus,Indiana,Central,Envelopes,0.0
2188,32,Consumer,Columbus,Indiana,Central,Furnishings,0.0
2189,32,Consumer,Columbus,Indiana,Central,Phones,0.0
2190,25,Consumer,Los Angeles,California,West,Appliances,0.0
2191,49,Consumer,Seattle,Washington,West,Binders,0.2
2192,49,Consumer,Seattle,Washington,West,Appliances,0.0
2193,49,Consumer,Seattle,Washington,West,Paper,0.0
2194,49,Consumer,Seattle,Washington,West,Appliances,0.0
2195,49,Consumer,Seattle,Washington,West,Accessories,0.0
2196,48,Consumer,Knoxville,Tennessee,South,Art,0.2
2197,48,Consumer,Montgomery,Alabama,South,Art,0.0
2198,13,Consumer,Philadelphia,Pennsylvania,East,Paper,0.2
2199,13,Consumer,Philadelphia,Pennsylvania,East,Paper,0.2
2200,22,Consumer,Little Rock,Arkansas,South,Furnishings,0.0
2201,22,Consumer,Little Rock,Arkansas,South,Phones,0.0
2202,36,Home Office,Seattle,Washington,West,Binders,0.2
2203,36,Home Office,Seattle,Washington,West,Furnishings,0.0
2204,27,Consumer,Lancaster,Pennsylvania,East,Furnishings,0.2
2205,36,Home Office,Bristol,Tennessee,South,Art,0.2
2207,29,Home Office,Aurora,Illinois,Central,Phones,0.2
2208,34,Home Office,New York City,New York,East,Art,0.0
2209,46,Consumer,Fairfield,Connecticut,East,Phones,0.0
2211,47,Corporate,Lincoln Park,Michigan,Central,Appliances,0.1
2212,47,Consumer,New York City,New York,East,Furnishings,0.0
2213,39,Consumer,San Jose,California,West,Binders,0.2
2215,39,Consumer,San Jose,California,West,Appliances,0.0
2216,39,Consumer,San Jose,California,West,Chairs,0.2
2217,38,Corporate,Jacksonville,Florida,South,Art,0.2
2218,30,Corporate,San Francisco,California,West,Binders,0.2
2219,30,Corporate,San Francisco,California,West,Storage,0.0
2220,30,Corporate,San Francisco,California,West,Phones,0.2
2221,49,Consumer,Marion,Ohio,East,Phones,0.4
2222,49,Consumer,Marion,Ohio,East,Art,0.2
2223,49,Consumer,Marion,Ohio,East,Chairs,0.3
2224,31,Corporate,Philadelphia,Pennsylvania,East,Paper,0.2
2226,30,Corporate,Austin,Texas,Central,Fasteners,0.2
2227,30,Corporate,Austin,Texas,Central,Phones,0.2
2228,39,Consumer,New York City,New York,East,Tables,0.4
2229,14,Consumer,San Francisco,California,West,Binders,0.2
2230,14,Consumer,San Francisco,California,West,Appliances,0.0
2231,26,Consumer,La Porte,Indiana,Central,Furnishings,0.0
2232,27,Consumer,Chicago,Illinois,Central,Storage,0.2
2233,51,Consumer,Portland,Oregon,West,Phones,0.2
2234,49,Corporate,Burlington,Vermont,East,Accessories,0.0
2235,38,Consumer,Indianapolis,Indiana,Central,Storage,0.0
2236,38,Consumer,Indianapolis,Indiana,Central,Art,0.0
2237,28,Home Office,Provo,Utah,West,Supplies,0.0
2239,46,Consumer,Los Angeles,California,West,Binders,0.2
2240,46,Consumer,Los Angeles,California,West,Binders,0.2
2241,47,Consumer,Philadelphia,Pennsylvania,East,Phones,0.4
2242,47,Home Office,Pasadena,California,West,Storage,0.0
2243,47,Home Office,Pasadena,California,West,Art,0.0
2244,47,Home Office,Pasadena,California,West,Fasteners,0.0
2245,47,Home Office,Pasadena,California,West,Appliances,0.0
2246,47,Home Office,Pasadena,California,West,Phones,0.2
2247,7,Consumer,Los Angeles,California,West,Paper,0.0
2248,7,Consumer,Los Angeles,California,West,Binders,0.2
2249,7,Consumer,Los Angeles,California,West,Binders,0.2
2250,7,Consumer,Los Angeles,California,West,Appliances,0.0
2251,7,Consumer,Los Angeles,California,West,Paper,0.0
2252,15,Home Office,San Diego,California,West,Paper,0.0
2253,40,Corporate,San Francisco,California,West,Appliances,0.0
2254,40,Corporate,San Francisco,California,West,Appliances,0.0
2255,37,Corporate,Bangor,Maine,East,Phones,0.0
2256,37,Corporate,Bangor,Maine,East,Furnishings,0.0
2257,24,Consumer,San Francisco,California,West,Chairs,0.2
2258,24,Consumer,San Francisco,California,West,Paper,0.0
2259,45,Home Office,San Diego,California,West,Fasteners,0.0
2260,45,Home Office,San Diego,California,West,Accessories,0.0
2261,51,Consumer,New York City,New York,East,Accessories,0.0
2262,6,Consumer,Arlington,Virginia,South,Bookcases,0.0
2263,46,Consumer,Atlanta,Georgia,South,Accessories,0.0
2264,46,Consumer,Atlanta,Georgia,South,Paper,0.0
2265,46,Consumer,Atlanta,Georgia,South,Binders,0.0
2266,41,Home Office,Monroe,North Carolina,South,Paper,0.2
2267,37,Consumer,Seattle,Washington,West,Paper,0.0
2268,51,Corporate,Rochester,New York,East,Paper,0.0
2269,51,Corporate,Rochester,New York,East,Binders,0.2
2270,48,Corporate,Miami,Florida,South,Art,0.2
2271,39,Consumer,Seattle,Washington,West,Storage,0.0
2272,10,Consumer,San Francisco,California,West,Furnishings,0.0
2273,10,Consumer,San Francisco,California,West,Copiers,0.2
2274,40,Corporate,Los Angeles,California,West,Tables,0.2
2275,40,Corporate,Los Angeles,California,West,Chairs,0.2
2276,26,Consumer,Southaven,Mississippi,South,Storage,0.0
2277,26,Consumer,Southaven,Mississippi,South,Tables,0.0
2278,26,Consumer,Southaven,Mississippi,South,Accessories,0.0
2279,44,Consumer,Seattle,Washington,West,Chairs,0.2
2280,44,Consumer,Seattle,Washington,West,Chairs,0.2
2281,44,Consumer,Seattle,Washington,West,Bookcases,0.0
2282,35,Corporate,Middletown,Connecticut,East,Paper,0.0
2283,10,Consumer,New Castle,Indiana,Central,Phones,0.0
2284,10,Consumer,New Castle,Indiana,Central,Appliances,0.0
2285,18,Corporate,Murfreesboro,Tennessee,South,Paper,0.2
2286,46,Consumer,Salem,Virginia,South,Appliances,0.0
2287,22,Corporate,Toledo,Ohio,East,Appliances,0.2
2288,23,Consumer,Los Angeles,California,West,Art,0.0
2289,1,Corporate,Seattle,Washington,West,Tables,0.0
2290,17,Corporate,Columbus,Georgia,South,Phones,0.0
2291,17,Corporate,Columbus,Georgia,South,Furnishings,0.0
2292,17,Corporate,Columbus,Georgia,South,Paper,0.0
2293,44,Corporate,New York City,New York,East,Phones,0.0
2294,51,Corporate,Middletown,Connecticut,East,Furnishings,0.0
2295,44,Consumer,New York City,New York,East,Paper,0.0
2296,44,Consumer,New York City,New York,East,Furnishings,0.0
2297,44,Consumer,New York City,New York,East,Phones,0.0
2298,44,Consumer,New York City,New York,East,Accessories,0.0
2299,44,Consumer,New York City,New York,East,Phones,0.0
2300,46,Consumer,Midland,Michigan,Central,Binders,0.0
2301,46,Consumer,Midland,Michigan,Central,Binders,0.0
2302,2,Corporate,Columbus,Georgia,South,Accessories,0.0
2303,37,Home Office,Roswell,Georgia,South,Chairs,0.0
2304,37,Home Office,Roswell,Georgia,South,Paper,0.0
2305,51,Corporate,Chicago,Illinois,Central,Bookcases,0.3
2306,32,Corporate,Houston,Texas,Central,Paper,0.2
2307,44,Consumer,New York City,New York,East,Accessories,0.0
2308,23,Home Office,Peoria,Arizona,West,Chairs,0.2
2309,23,Home Office,Peoria,Arizona,West,Storage,0.2
2310,23,Home Office,Peoria,Arizona,West,Art,0.2
2311,23,Home Office,Peoria,Arizona,West,Art,0.2
2312,23,Home Office,Peoria,Arizona,West,Storage,0.2
2313,29,Corporate,Sioux Falls,South Dakota,Central,Labels,0.0
2314,29,Corporate,Sioux Falls,South Dakota,Central,Appliances,0.0
2315,29,Corporate,Sioux Falls,South Dakota,Central,Binders,0.0
2316,29,Corporate,Sioux Falls,South Dakota,Central,Chairs,0.0
2317,29,Corporate,Sioux Falls,South Dakota,Central,Binders,0.0
2318,29,Corporate,Sioux Falls,South Dakota,Central,Accessories,0.0
2319,52,Consumer,Richmond,Virginia,South,Appliances,0.0
2320,12,Corporate,Seattle,Washington,West,Accessories,0.0
2321,53,Corporate,Henderson,Kentucky,South,Binders,0.0
2322,53,Corporate,Henderson,Kentucky,South,Binders,0.0
2323,53,Corporate,Henderson,Kentucky,South,Binders,0.0
2325,38,Corporate,New York City,New York,East,Binders,0.2
2326,38,Corporate,New York City,New York,East,Bookcases,0.2
2327,38,Corporate,New York City,New York,East,Paper,0.0
2328,38,Home Office,Fort Collins,Colorado,West,Envelopes,0.2
2329,52,Corporate,Philadelphia,Pennsylvania,East,Furnishings,0.2
2330,38,Corporate,Los Angeles,California,West,Storage,0.0
2331,38,Corporate,Los Angeles,California,West,Paper,0.0
2332,12,Consumer,Lafayette,Indiana,Central,Paper,0.0
2333,12,Consumer,Lafayette,Indiana,Central,Paper,0.0
2334,40,Consumer,Clarksville,Tennessee,South,Appliances,0.2
2335,49,Consumer,Fairfield,Connecticut,East,Envelopes,0.0
2336,49,Consumer,Fairfield,Connecticut,East,Appliances,0.0
2337,34,Consumer,New York City,New York,East,Paper,0.0
2338,34,Consumer,New York City,New York,East,Paper,0.0
2339,34,Consumer,Columbus,Ohio,East,Art,0.2
2340,45,Consumer,Warner Robins,Georgia,South,Art,0.0
2341,1,Home Office,Franklin,Massachusetts,East,Furnishings,0.0
2342,1,Home Office,Franklin,Massachusetts,East,Accessories,0.0
2343,30,Consumer,Chicago,Illinois,Central,Storage,0.2
2344,8,Home Office,Milwaukee,Wisconsin,Central,Appliances,0.0
2345,10,Consumer,San Antonio,Texas,Central,Paper,0.2
2347,10,Consumer,San Antonio,Texas,Central,Tables,0.3
2348,48,Corporate,Los Angeles,California,West,Binders,0.2
2349,48,Corporate,Los Angeles,California,West,Binders,0.2
2350,48,Corporate,Los Angeles,California,West,Paper,0.0
2351,48,Corporate,Los Angeles,California,West,Appliances,0.0
2352,48,Corporate,Los Angeles,California,West,Art,0.0
2353,36,Corporate,San Francisco,California,West,Bookcases,0.15
2354,36,Corporate,San Francisco,California,West,Binders,0.2
2355,36,Corporate,San Francisco,California,West,Accessories,0.0
2356,36,Corporate,San Francisco,California,West,Machines,0.2
2357,12,Corporate,New York City,New York,East,Tables,0.4
2358,12,Corporate,New York City,New York,East,Tables,0.4
2359,12,Corporate,New York City,New York,East,Tables,0.4
2360,12,Corporate,New York City,New York,East,Paper,0.0
2361,12,Corporate,New York City,New York,East,Paper,0.0
2363,10,Home Office,Waynesboro,Virginia,South,Furnishings,0.0
2364,10,Home Office,Waynesboro,Virginia,South,Appliances,0.0
2365,10,Home Office,Waynesboro,Virginia,South,Binders,0.0
2366,48,Consumer,Sacramento,California,West,Chairs,0.2
2367,6,Consumer,Clinton,Maryland,East,Paper,0.0
2368,38,Corporate,Fairfield,Ohio,East,Furnishings,0.2
2369,38,Corporate,Fairfield,Ohio,East,Art,0.2
2370,27,Corporate,Warwick,Rhode Island,East,Accessories,0.0
2372,27,Corporate,Aurora,Illinois,Central,Fasteners,0.2
2373,27,Corporate,Aurora,Illinois,Central,Paper,0.2
2374,27,Corporate,Aurora,Illinois,Central,Chairs,0.3
2375,4,Consumer,Smyrna,Georgia,South,Fasteners,0.0
2377,34,Consumer,Columbus,Ohio,East,Supplies,0.2
2378,49,Home Office,Thousand Oaks,California,West,Paper,0.0
2379,18,Home Office,Lorain,Ohio,East,Fasteners,0.2
2380,18,Home Office,Lorain,Ohio,East,Paper,0.2
2381,18,Home Office,Lorain,Ohio,East,Furnishings,0.2
2382,12,Consumer,Fresno,California,West,Appliances,0.0
2383,12,Consumer,Fresno,California,West,Art,0.0
2384,12,Consumer,Fresno,California,West,Binders,0.2
2385,12,Consumer,Fresno,California,West,Phones,0.2
2386,12,Consumer,Fresno,California,West,Copiers,0.2
2387,50,Consumer,San Diego,California,West,Fasteners,0.0
2388,50,Consumer,San Diego,California,West,Binders,0.2
2389,49,Consumer,New York City,New York,East,Paper,0.0
2390,49,Consumer,New York City,New York,East,Paper,0.0
2391,49,Consumer,New York City,New York,East,Accessories,0.0
2392,49,Consumer,New York City,New York,East,Furnishings,0.0
2393,11,Consumer,Malden,Massachusetts,East,Art,0.0
2394,46,Corporate,New York City,New York,East,Accessories,0.0
2395,46,Corporate,New York City,New York,East,Accessories,0.0
2396,46,Corporate,New York City,New York,East,Paper,0.0
2397,33,Consumer,San Francisco,California,West,Labels,0.0
2398,33,Consumer,San Francisco,California,West,Art,0.0
2399,36,Corporate,Florence,South Carolina,South,Storage,0.0
2400,36,Corporate,Florence,South Carolina,South,Storage,0.0
2401,13,Consumer,Springfield,Missouri,Central,Storage,0.0
2402,13,Consumer,Springfield,Missouri,Central,Envelopes,0.0
2403,39,Corporate,Huntsville,Texas,Central,Bookcases,0.32
2404,40,Consumer,Los Angeles,California,West,Accessories,0.0
2405,40,Consumer,Los Angeles,California,West,Phones,0.2
2407,3,Consumer,San Francisco,California,West,Art,0.0
2408,3,Consumer,San Francisco,California,West,Phones,0.2
2409,12,Home Office,San Francisco,California,West,Furnishings,0.0
2410,31,Home Office,Philadelphia,Pennsylvania,East,Fasteners,0.2
2411,23,Corporate,Los Angeles,California,West,Binders,0.2
2412,46,Consumer,Los Angeles,California,West,Paper,0.0
2413,46,Consumer,Los Angeles,California,West,Tables,0.2
2414,52,Consumer,Milwaukee,Wisconsin,Central,Chairs,0.0
2415,28,Home Office,Holyoke,Massachusetts,East,Bookcases,0.0
2416,41,Corporate,Albuquerque,New Mexico,West,Accessories,0.0
2417,41,Corporate,Albuquerque,New Mexico,West,Binders,0.2
2419,45,Corporate,Coachella,California,West,Storage,0.0
2420,45,Corporate,Coachella,California,West,Accessories,0.0
2421,16,Home Office,Elmhurst,Illinois,Central,Storage,0.2
2422,16,Home Office,Elmhurst,Illinois,Central,Paper,0.2
2423,52,Consumer,Fairfield,Ohio,East,Accessories,0.2
2425,52,Consumer,Fairfield,Ohio,East,Tables,0.4
2430,19,Home Office,San Francisco,California,West,Labels,0.0
2431,52,Corporate,Seattle,Washington,West,Furnishings,0.0
2432,13,Consumer,New York City,New York,East,Chairs,0.1
2433,21,Consumer,Houston,Texas,Central,Phones,0.2
2434,46,Corporate,Springfield,Virginia,South,Envelopes,0.0
2435,46,Corporate,Springfield,Virginia,South,Appliances,0.0
2436,27,Consumer,Farmington,New Mexico,West,Furnishings,0.0
2437,47,Consumer,Louisville,Colorado,West,Tables,0.5
2438,47,Consumer,Louisville,Colorado,West,Paper,0.2
2439,29,Consumer,Tampa,Florida,South,Furnishings,0.2
2440,20,Consumer,Passaic,New Jersey,East,Phones,0.0
2441,20,Consumer,Passaic,New Jersey,East,Tables,0.3
2442,20,Consumer,Passaic,New Jersey,East,Appliances,0.0
2443,20,Consumer,Passaic,New Jersey,East,Accessories,0.0
2444,20,Consumer,Passaic,New Jersey,East,Envelopes,0.0
2445,20,Consumer,Passaic,New Jersey,East,Phones,0.0
2446,39,Consumer,Los Angeles,California,West,Envelopes,0.0
2447,44,Consumer,Philadelphia,Pennsylvania,East,Chairs,0.3
2448,38,Consumer,North Charleston,South Carolina,South,Storage,0.0
2449,44,Home Office,San Jose,California,West,Binders,0.2
2450,11,Consumer,New York City,New York,East,Labels,0.0
2451,11,Consumer,New York City,New York,East,Phones,0.0
2452,11,Consumer,New York City,New York,East,Binders,0.2
2453,11,Consumer,New York City,New York,East,Accessories,0.0
2454,11,Consumer,New York City,New York,East,Accessories,0.0
2455,11,Consumer,New York City,New York,East,Storage,0.0
2456,11,Consumer,New York City,New York,East,Labels,0.0
2457,11,Consumer,New York City,New York,East,Art,0.0
2458,11,Consumer,New York City,New York,East,Storage,0.0
2459,33,Consumer,Plainfield,New Jersey,East,Appliances,0.0
2460,28,Consumer,Seattle,Washington,West,Paper,0.0
